study,task,controller,configuration,query_ordinal,condition,success,primitive_steps,prediction_blocks
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",109,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",110,clean,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",110,prefix_a,1,141,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",110,prefix_b,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",111,clean,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",111,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",111,prefix_b,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",112,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",112,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",112,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",113,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",113,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",113,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",114,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",114,prefix_a,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",114,prefix_b,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",115,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",115,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",115,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",116,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",116,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",116,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",117,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",117,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",117,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",118,clean,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",118,prefix_a,1,164,297066
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",118,prefix_b,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",119,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",119,prefix_a,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",119,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",120,clean,1,141,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",120,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",120,prefix_b,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",121,clean,1,73,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",121,prefix_a,1,72,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",121,prefix_b,1,73,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",122,clean,1,134,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",122,prefix_a,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",122,prefix_b,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",123,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",123,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",123,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",124,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",124,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",124,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",125,clean,1,124,225050
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",125,prefix_a,1,157,288064
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",125,prefix_b,1,151,279062
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",126,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",126,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",126,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",127,clean,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",127,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.1}",127,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",0,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",0,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",0,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",1,clean,1,141,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",1,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",1,prefix_b,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",2,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",2,prefix_a,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",2,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",3,clean,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",3,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",3,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",4,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",4,prefix_a,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",4,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",5,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",5,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",5,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",6,clean,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",6,prefix_a,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",6,prefix_b,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",7,clean,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",7,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",7,prefix_b,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",8,clean,1,145,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",8,prefix_a,1,145,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",8,prefix_b,1,145,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",9,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",9,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",9,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",10,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",10,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",10,prefix_b,1,144,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",11,clean,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",11,prefix_a,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",11,prefix_b,1,141,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",12,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",12,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",12,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",13,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",13,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",13,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",14,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",14,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",14,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",15,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",15,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",15,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",16,clean,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",16,prefix_a,1,135,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",16,prefix_b,1,135,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",17,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",17,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",17,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",18,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",18,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",18,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",19,clean,1,72,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",19,prefix_a,1,72,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",19,prefix_b,1,72,135030
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",20,clean,1,272,495110
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",20,prefix_a,1,184,333074
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",20,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",21,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",21,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",21,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",22,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",22,prefix_a,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",22,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",23,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",23,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",23,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",24,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",24,prefix_a,1,144,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",24,prefix_b,1,145,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",25,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",25,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",25,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",26,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",26,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",26,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",27,clean,1,130,234052
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",27,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",27,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",28,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",28,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",28,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",29,clean,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",29,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",29,prefix_b,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",30,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",30,prefix_a,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",30,prefix_b,1,123,225050
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",31,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",31,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",31,prefix_b,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",32,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",32,prefix_a,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",32,prefix_b,1,145,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",33,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",33,prefix_a,1,192,351078
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",33,prefix_b,1,144,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",34,clean,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",34,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",34,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",35,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",35,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",35,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",36,clean,1,148,270060
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",36,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",36,prefix_b,1,178,324072
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",37,clean,1,132,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",37,prefix_a,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",37,prefix_b,1,141,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",38,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",38,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",38,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",39,clean,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",39,prefix_a,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",39,prefix_b,1,135,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",40,clean,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",40,prefix_a,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",40,prefix_b,1,140,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",41,clean,1,103,189042
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",41,prefix_a,1,104,189042
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",41,prefix_b,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",42,clean,1,136,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",42,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",42,prefix_b,1,137,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",43,clean,1,139,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",43,prefix_a,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",43,prefix_b,1,171,315070
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",44,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",44,prefix_a,1,135,243054
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",44,prefix_b,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",45,clean,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",45,prefix_a,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",45,prefix_b,0,280,504112
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",46,clean,1,138,252056
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",46,prefix_a,1,142,261058
ablation,pusht,cem_observed,"{""H"":140,""arm"":""cem_observed"",""iterations"":30,""memory_fraction"":0.25}",46,prefix_b,1,142,261058
